FIPS,State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Renter-Occupied Housing Units,Renter-Occupied Housing Units: More than 10.0 Percent,Renter-Occupied Housing Units: More than 20.0 Percent,Renter-Occupied Housing Units: More than 30.0 Percent,Renter-Occupied Housing Units: More than 40.0 Percent,Renter-Occupied Housing Units: More than 50.0 Percent,Renter-Occupied Housing Units: Not Computed,% Renter-Occupied Housing Units: More than 10.0 Percent,% Renter-Occupied Housing Units: More than 20.0 Percent,% Renter-Occupied Housing Units: More than 30.0 Percent,% Renter-Occupied Housing Units: More than 40.0 Percent,% Renter-Occupied Housing Units: More than 50.0 Percent,% Renter-Occupied Housing Units: Not Computed,Renter-Occupied Housing Units,Renter-Occupied Housing Units: 30 to 49 Percent,Renter-Occupied Housing Units: 50 percent or More,% Renter-Occupied Housing Units: 30 to 49 Percent,% Renter-Occupied Housing Units: 50 percent or More,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,% Population for Whom Poverty Status Is Determined: Under .50,% Population for Whom Poverty Status Is Determined: .50 to .74,% Population for Whom Poverty Status Is Determined: .75 to .99,% Population for Whom Poverty Status Is Determined: 1.00 to 1.49,% Population for Whom Poverty Status Is Determined: 1.50 to 1.99,% Population for Whom Poverty Status Is Determined: 2.00 and Over,White Alone Population for Whom Poverty Status Is  Determined:,White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined:,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined:,Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined:,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined:,Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined:,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level
06037432300,06,037,432300,1400000US06037432300,Census Tract 4323,,447,414,349,224,171,171,33,92.62,78.08,50.11,38.26,38.26,7.38,447,53,171,11.86,38.26,3946,127,93,142,205,569,2810,3.22,2.36,3.6,5.2,14.42,71.21,568,24,544,4.23,95.77,0,0,0,,,0,0,0,,,1730,132,1598,7.63,92.37,27,9,18,33.33,66.67,283,162,121,57.24,42.76,1338,35,1303,2.62,97.38,1959,222,1737,11.33,88.67
06037432401,06,037,432401,1400000US06037432401,Census Tract 4324.01,,590,566,517,277,185,107,16,95.93,87.63,46.95,31.36,18.14,2.71,590,170,107,28.81,18.14,4130,57,258,206,815,428,2366,1.38,6.25,4.99,19.73,10.36,57.29,933,66,867,7.07,92.93,23,0,23,0,100,188,13,175,6.91,93.09,1426,236,1190,16.55,83.45,4,0,4,0,100,757,2,755,0.26,99.74,799,204,595,25.53,74.47,2554,283,2271,11.08,88.92
06037432402,06,037,432402,1400000US06037432402,Census Tract 4324.02,,1077,1059,965,701,561,373,12,98.33,89.6,65.09,52.09,34.63,1.11,1077,328,373,30.45,34.63,5350,476,63,457,426,870,3058,8.9,1.18,8.54,7.96,16.26,57.16,723,97,626,13.42,86.58,11,0,11,0,100,30,17,13,56.67,43.33,1904,132,1772,6.93,93.07,19,11,8,57.89,42.11,1443,356,1087,24.67,75.33,1220,383,837,31.39,68.61,3164,812,2352,25.66,74.34
06037432501,06,037,432501,1400000US06037432501,Census Tract 4325.01,,652,589,438,267,195,100,56,90.34,67.18,40.95,29.91,15.34,8.59,652,167,100,25.61,15.34,4021,344,126,135,347,91,2978,8.56,3.13,3.36,8.63,2.26,74.06,641,220,421,34.32,65.68,0,0,0,,,21,0,21,0,100,1637,142,1495,8.67,91.33,0,0,0,,,1095,91,1004,8.31,91.69,627,152,475,24.24,75.76,2182,454,1728,20.81,79.19
06037432502,06,037,432502,1400000US06037432502,Census Tract 4325.02,,261,220,209,99,46,32,16,84.29,80.08,37.93,17.62,12.26,6.13,261,67,32,25.67,12.26,4273,144,60,3,283,76,3707,3.37,1.4,0.07,6.62,1.78,86.75,352,86,266,24.43,75.57,0,0,0,,,220,0,220,0,100,1140,53,1087,4.65,95.35,0,0,0,,,1006,17,989,1.69,98.31,1555,51,1504,3.28,96.72,2759,146,2613,5.29,94.71
06037432601,06,037,432601,1400000US06037432601,Census Tract 4326.01,,1040,912,809,625,512,400,118,87.69,77.79,60.1,49.23,38.46,11.35,1040,225,400,21.63,38.46,6453,660,116,650,746,683,3598,10.23,1.8,10.07,11.56,10.58,55.76,1233,132,1101,10.71,89.29,276,276,0,100,0,148,42,106,28.38,71.62,1926,568,1358,29.49,70.51,0,0,0,,,1398,199,1199,14.23,85.77,1472,209,1263,14.2,85.8,3834,545,3289,14.21,85.79
06037432602,06,037,432602,1400000US06037432602,Census Tract 4326.02,,394,385,341,294,274,235,9,97.72,86.55,74.62,69.54,59.64,2.28,394,59,235,14.97,59.64,4459,304,41,315,850,521,2428,6.82,0.92,7.06,19.06,11.68,54.45,485,207,278,42.68,57.32,15,15,0,100,0,18,10,8,55.56,44.44,1938,116,1822,5.99,94.01,0,0,0,,,1280,151,1129,11.8,88.2,723,161,562,22.27,77.73,2383,535,1848,22.45,77.55
06037432700,06,037,432700,1400000US06037432700,Census Tract 4327,,921,809,701,431,332,227,97,87.84,76.11,46.8,36.05,24.65,10.53,921,204,227,22.15,24.65,4575,511,85,343,521,382,2733,11.17,1.86,7.5,11.39,8.35,59.74,626,57,569,9.11,90.89,0,0,0,,,160,76,84,47.5,52.5,1277,201,1076,15.74,84.26,26,18,8,69.23,30.77,1147,298,849,25.98,74.02,1339,289,1050,21.58,78.42,3090,681,2409,22.04,77.96
06037432801,06,037,432801,1400000US06037432801,Census Tract 4328.01,,600,571,466,353,310,231,29,95.17,77.67,58.83,51.67,38.5,4.83,600,122,231,20.33,38.5,2296,340,95,222,253,195,1191,14.81,4.14,9.67,11.02,8.49,51.87,411,190,221,46.23,53.77,0,0,0,,,61,0,61,0,100,838,216,622,25.78,74.22,6,6,0,100,0,584,142,442,24.32,75.68,396,103,293,26.01,73.99,1444,435,1009,30.12,69.88
06037432802,06,037,432802,1400000US06037432802,Census Tract 4328.02,,1305,1184,1067,723,484,341,14,90.73,81.76,55.4,37.09,26.13,1.07,1305,382,341,29.27,26.13,5365,424,110,745,737,744,2605,7.9,2.05,13.89,13.74,13.87,48.56,778,173,605,22.24,77.76,24,24,0,100,0,965,564,401,58.45,41.55,835,242,593,28.98,71.02,25,0,25,0,100,1390,96,1294,6.91,93.09,1348,180,1168,13.35,86.65,4189,984,3205,23.49,76.51
06037432901,06,037,432901,1400000US06037432901,Census Tract 4329.01,,717,687,578,451,308,302,30,95.82,80.61,62.9,42.96,42.12,4.18,717,149,302,20.78,42.12,4236,50,155,553,614,465,2399,1.18,3.66,13.05,14.49,10.98,56.63,382,51,331,13.35,86.65,28,7,21,25,75,146,0,146,0,100,2588,600,1988,23.18,76.82,0,0,0,,,990,18,972,1.82,98.18,102,82,20,80.39,19.61,1531,91,1440,5.94,94.06
06037432902,06,037,432902,1400000US06037432902,Census Tract 4329.02,,261,230,165,133,109,58,20,88.12,63.22,50.96,41.76,22.22,7.66,261,75,58,28.74,22.22,2907,133,67,66,305,293,2043,4.58,2.3,2.27,10.49,10.08,70.28,335,29,306,8.66,91.34,7,3,4,42.86,57.14,31,0,31,0,100,1752,177,1575,10.1,89.9,22,0,22,0,100,472,45,427,9.53,90.47,288,12,276,4.17,95.83,912,84,828,9.21,90.79
06037433103,06,037,433103,1400000US06037433103,Census Tract 4331.03,,1055,1039,911,667,443,262,5,98.48,86.35,63.22,41.99,24.83,0.47,1055,405,262,38.39,24.83,6628,255,255,351,647,1221,3899,3.85,3.85,5.3,9.76,18.42,58.83,696,205,491,29.45,70.55,18,18,0,100,0,18,12,6,66.67,33.33,2961,244,2717,8.24,91.76,0,0,0,,,2649,337,2312,12.72,87.28,286,45,241,15.73,84.27,3479,545,2934,15.67,84.33
06037433200,06,037,433200,1400000US06037433200,Census Tract 4332,,807,746,638,514,254,208,15,92.44,79.06,63.69,31.47,25.77,1.86,807,306,208,37.92,25.77,5994,300,331,246,959,935,3223,5.01,5.52,4.1,16,15.6,53.77,474,113,361,23.84,76.16,17,5,12,29.41,70.59,123,0,123,0,100,1568,191,1377,12.18,87.82,117,0,117,0,100,2634,368,2266,13.97,86.03,1061,200,861,18.85,81.15,3899,568,3331,14.57,85.43
06037433302,06,037,433302,1400000US06037433302,Census Tract 4333.02,,405,360,286,171,107,64,26,88.89,70.62,42.22,26.42,15.8,6.42,405,107,64,26.42,15.8,1837,18,0,19,281,302,1217,0.98,0,1.03,15.3,16.44,66.25,146,0,146,0,100,0,0,0,,,26,19,7,73.08,26.92,693,12,681,1.73,98.27,0,0,0,,,793,6,787,0.76,99.24,179,0,179,0,100,1106,6,1100,0.54,99.46
06037433304,06,037,433304,1400000US06037433304,Census Tract 4333.04,,888,848,777,572,513,447,0,95.5,87.5,64.41,57.77,50.34,0,888,125,447,14.08,50.34,3836,307,113,483,708,318,1907,8,2.95,12.59,18.46,8.29,49.71,607,217,390,35.75,64.25,24,16,8,66.67,33.33,92,0,92,0,100,1169,269,900,23.01,76.99,7,0,7,0,100,671,309,362,46.05,53.95,1266,92,1174,7.27,92.73,2536,611,1925,24.09,75.91
06037433305,06,037,433305,1400000US06037433305,Census Tract 4333.05,,1077,1060,981,644,436,306,17,98.42,91.09,59.8,40.48,28.41,1.58,1077,338,306,31.38,28.41,4538,411,121,238,843,272,2653,9.06,2.67,5.24,18.58,5.99,58.46,550,78,472,14.18,85.82,20,20,0,100,0,161,45,116,27.95,72.05,907,118,789,13.01,86.99,0,0,0,,,1534,329,1205,21.45,78.55,1366,180,1186,13.18,86.82,3440,573,2867,16.66,83.34
06037433306,06,037,433306,1400000US06037433306,Census Tract 4333.06,,414,391,295,192,143,98,23,94.44,71.26,46.38,34.54,23.67,5.56,414,94,98,22.71,23.67,2904,391,89,61,349,293,1721,13.46,3.06,2.1,12.02,10.09,59.26,372,94,278,25.27,74.73,50,5,45,10,90,220,134,86,60.91,39.09,926,183,743,19.76,80.24,0,0,0,,,491,71,420,14.46,85.54,845,54,791,6.39,93.61,1570,220,1350,14.01,85.99
06037433307,06,037,433307,1400000US06037433307,Census Tract 4333.07,,410,375,344,216,160,85,35,91.46,83.9,52.68,39.02,20.73,8.54,410,131,85,31.95,20.73,2738,207,179,116,204,247,1785,7.56,6.54,4.24,7.45,9.02,65.19,136,54,82,39.71,60.29,0,0,0,,,216,128,88,59.26,40.74,1041,120,921,11.53,88.47,0,0,0,,,868,59,809,6.8,93.2,477,141,336,29.56,70.44,1629,372,1257,22.84,77.16
06037433402,06,037,433402,1400000US06037433402,Census Tract 4334.02,,827,738,520,389,199,146,50,89.24,62.88,47.04,24.06,17.65,6.05,827,243,146,29.38,17.65,4549,180,67,332,880,742,2348,3.96,1.47,7.3,19.34,16.31,51.62,289,36,253,12.46,87.54,14,0,14,0,100,21,0,21,0,100,1235,12,1223,0.97,99.03,0,0,0,,,2604,531,2073,20.39,79.61,386,0,386,0,100,3200,567,2633,17.72,82.28
06037433403,06,037,433403,1400000US06037433403,Census Tract 4334.03,,944,921,773,589,442,306,9,97.56,81.89,62.39,46.82,32.42,0.95,944,283,306,29.98,32.42,4860,122,408,527,927,696,2180,2.51,8.4,10.84,19.07,14.32,44.86,643,199,444,30.95,69.05,0,0,0,,,0,0,0,,,1142,132,1010,11.56,88.44,0,0,0,,,2405,499,1906,20.75,79.25,670,227,443,33.88,66.12,3652,916,2736,25.08,74.92
06037433505,06,037,433505,1400000US06037433505,Census Tract 4335.05,,738,694,580,387,291,214,44,94.04,78.59,52.44,39.43,29,5.96,738,173,214,23.44,29,3981,118,299,95,659,447,2363,2.96,7.51,2.39,16.55,11.23,59.36,364,10,354,2.75,97.25,36,27,9,75,25,0,0,0,,,1298,183,1115,14.1,85.9,156,0,156,0,100,1597,233,1364,14.59,85.41,530,59,471,11.13,88.87,2486,292,2194,11.75,88.25
06037433506,06,037,433506,1400000US06037433506,Census Tract 4335.06,,810,720,633,518,354,343,72,88.89,78.15,63.95,43.7,42.35,8.89,810,175,343,21.6,42.35,3537,402,93,471,696,496,1379,11.37,2.63,13.32,19.68,14.02,38.99,388,177,211,45.62,54.38,10,0,10,0,100,23,5,18,21.74,78.26,727,168,559,23.11,76.89,0,0,0,,,1839,567,1272,30.83,69.17,550,49,501,8.91,91.09,2797,798,1999,28.53,71.47
06037433601,06,037,433601,1400000US06037433601,Census Tract 4336.01,,783,598,528,378,282,143,155,76.37,67.43,48.28,36.02,18.26,19.8,783,235,143,30.01,18.26,4873,96,7,204,1070,741,2755,1.97,0.14,4.19,21.96,15.21,56.54,397,37,360,9.32,90.68,1,1,0,100,0,27,0,27,0,100,3023,245,2778,8.1,91.9,85,0,85,0,100,1185,24,1161,2.03,97.97,155,0,155,0,100,1652,45,1607,2.72,97.28
06037433602,06,037,433602,1400000US06037433602,Census Tract 4336.02,,449,420,350,276,209,181,29,93.54,77.95,61.47,46.55,40.31,6.46,449,95,181,21.16,40.31,2730,40,308,245,329,328,1480,1.47,11.28,8.97,12.05,12.01,54.21,281,45,236,16.01,83.99,0,0,0,,,6,0,6,0,100,1865,472,1393,25.31,74.69,0,0,0,,,446,62,384,13.9,86.1,132,14,118,10.61,89.39,757,107,650,14.13,85.87
06037433803,06,037,433803,1400000US06037433803,Census Tract 4338.03,,221,216,204,162,68,29,5,97.74,92.31,73.3,30.77,13.12,2.26,221,133,29,60.18,13.12,3240,43,332,398,402,99,1966,1.33,10.25,12.28,12.41,3.06,60.68,532,4,528,0.75,99.25,27,27,0,100,0,13,0,13,0,100,971,289,682,29.76,70.24,0,0,0,,,1044,306,738,29.31,70.69,653,147,506,22.51,77.49,2156,457,1699,21.2,78.8
06037433804,06,037,433804,1400000US06037433804,Census Tract 4338.04,,651,648,576,428,408,314,0,99.54,88.48,65.75,62.67,48.23,0,651,114,314,17.51,48.23,4542,316,868,518,538,389,1913,6.96,19.11,11.4,11.85,8.56,42.12,507,376,131,74.16,25.84,74,70,4,94.59,5.41,118,21,97,17.8,82.2,516,47,469,9.11,90.89,0,0,0,,,2486,998,1488,40.14,59.86,841,190,651,22.59,77.41,3784,1467,2317,38.77,61.23
06037433901,06,037,433901,1400000US06037433901,Census Tract 4339.01,,957,944,780,567,492,293,0,98.64,81.5,59.25,51.41,30.62,0,957,274,293,28.63,30.62,5401,764,124,257,574,605,3077,14.15,2.3,4.76,10.63,11.2,56.97,629,80,549,12.72,87.28,8,8,0,100,0,133,0,133,0,100,1495,161,1334,10.77,89.23,0,0,0,,,1779,515,1264,28.95,71.05,1357,381,976,28.08,71.92,3628,937,2691,25.83,74.17
06037433903,06,037,433903,1400000US06037433903,Census Tract 4339.03,,816,739,597,542,418,368,24,90.56,73.16,66.42,51.23,45.1,2.94,816,174,368,21.32,45.1,5422,654,89,725,509,895,2550,12.06,1.64,13.37,9.39,16.51,47.03,1104,443,661,40.13,59.87,0,0,0,,,148,46,102,31.08,68.92,519,63,456,12.14,87.86,0,0,0,,,2793,460,2333,16.47,83.53,858,456,402,53.15,46.85,4671,1290,3381,27.62,72.38
06037434001,06,037,434001,1400000US06037434001,Census Tract 4340.01,,360,346,325,244,220,134,0,96.11,90.28,67.78,61.11,37.22,0,360,110,134,30.56,37.22,4408,77,305,307,425,690,2604,1.75,6.92,6.96,9.64,15.65,59.07,608,4,604,0.66,99.34,2,2,0,100,0,8,0,8,0,100,971,96,875,9.89,90.11,22,0,22,0,100,1893,578,1315,30.53,69.47,904,9,895,1,99,3354,587,2767,17.5,82.5
06037434003,06,037,434003,1400000US06037434003,Census Tract 4340.03,,545,500,388,267,175,134,45,91.74,71.19,48.99,32.11,24.59,8.26,545,133,134,24.4,24.59,3642,49,46,424,793,200,2130,1.35,1.26,11.64,21.77,5.49,58.48,799,202,597,25.28,74.72,6,3,3,50,50,46,34,12,73.91,26.09,386,29,357,7.51,92.49,0,0,0,,,1841,232,1609,12.6,87.4,564,19,545,3.37,96.63,3174,488,2686,15.37,84.63
06037434004,06,037,434004,1400000US06037434004,Census Tract 4340.04,,298,278,193,138,105,53,20,93.29,64.77,46.31,35.23,17.79,6.71,298,85,53,28.52,17.79,3136,84,250,32,301,234,2235,2.68,7.97,1.02,9.6,7.46,71.27,500,270,230,54,46,42,0,42,0,100,21,0,21,0,100,441,0,441,0,100,0,0,0,,,1234,96,1138,7.78,92.22,898,0,898,0,100,2400,180,2220,7.5,92.5
06037434100,06,037,434100,1400000US06037434100,Census Tract 4341,,700,677,539,442,361,297,23,96.71,77,63.14,51.57,42.43,3.29,700,145,297,20.71,42.43,5908,479,177,233,833,499,3687,8.11,3,3.94,14.1,8.45,62.41,821,64,757,7.8,92.2,41,41,0,100,0,35,0,35,0,100,1283,216,1067,16.84,83.16,0,0,0,,,2646,507,2139,19.16,80.84,1082,61,1021,5.64,94.36,4332,604,3728,13.94,86.06
06037460001,06,037,460001,1400000US06037460001,Census Tract 4600.01,,52,43,32,32,25,25,0,82.69,61.54,61.54,48.08,48.08,0,52,7,25,13.46,48.08,1853,25,0,8,49,22,1749,1.35,0,0.43,2.64,1.19,94.39,1301,33,1268,2.54,97.46,9,0,9,0,100,0,0,0,,,334,0,334,0,100,0,0,0,,,98,0,98,0,100,111,0,111,0,100,150,0,150,0,100
06037460002,06,037,460002,1400000US06037460002,Census Tract 4600.02,,187,138,131,91,67,56,43,73.8,70.05,48.66,35.83,29.95,22.99,187,35,56,18.72,29.95,2748,65,0,0,42,64,2577,2.37,0,0,1.53,2.33,93.78,1490,7,1483,0.47,99.53,45,0,45,0,100,51,0,51,0,100,737,55,682,7.46,92.54,0,0,0,,,88,3,85,3.41,96.59,337,0,337,0,100,433,3,430,0.69,99.31
06037460101,06,037,460101,1400000US06037460101,Census Tract 4601.01,,192,181,181,151,34,34,11,94.27,94.27,78.65,17.71,17.71,5.73,192,117,34,60.94,17.71,5650,85,42,60,143,234,5086,1.5,0.74,1.06,2.53,4.14,90.02,3618,137,3481,3.79,96.21,381,0,381,0,100,0,0,0,,,634,19,615,3,97,0,0,0,,,294,7,287,2.38,97.62,723,24,699,3.32,96.68,626,11,615,1.76,98.24
06037460200,06,037,460200,1400000US06037460200,Census Tract 4602,,336,336,277,213,157,108,0,100,82.44,63.39,46.73,32.14,0,336,105,108,31.25,32.14,5835,403,0,164,177,129,4962,6.91,0,2.81,3.03,2.21,85.04,1998,80,1918,4,96,1463,241,1222,16.47,83.53,19,19,0,100,0,284,0,284,0,100,0,0,0,,,1094,204,890,18.65,81.35,977,23,954,2.35,97.65,1626,223,1403,13.71,86.29
06037460301,06,037,460301,1400000US06037460301,Census Tract 4603.01,,251,235,163,71,40,40,16,93.63,64.94,28.29,15.94,15.94,6.37,251,31,40,12.35,15.94,4643,124,32,55,130,118,4184,2.67,0.69,1.18,2.8,2.54,90.11,1613,75,1538,4.65,95.35,1668,95,1573,5.7,94.3,56,0,56,0,100,293,25,268,8.53,91.47,0,0,0,,,170,16,154,9.41,90.59,843,0,843,0,100,825,29,796,3.52,96.48
06037460302,06,037,460302,1400000US06037460302,Census Tract 4603.02,,445,332,290,179,83,83,102,74.61,65.17,40.22,18.65,18.65,22.92,445,96,83,21.57,18.65,4366,119,48,86,531,707,2875,2.73,1.1,1.97,12.16,16.19,65.85,1445,107,1338,7.4,92.6,1147,42,1105,3.66,96.34,7,0,7,0,100,132,6,126,4.55,95.45,0,0,0,,,499,56,443,11.22,88.78,1136,42,1094,3.7,96.3,1692,83,1609,4.91,95.09
06037460401,06,037,460401,1400000US06037460401,Census Tract 4604.01,,137,130,91,82,51,4,3,94.89,66.42,59.85,37.23,2.92,2.19,137,78,4,56.93,2.92,1093,59,0,15,67,127,825,5.4,0,1.37,6.13,11.62,75.48,306,8,298,2.61,97.39,374,23,351,6.15,93.85,0,0,0,,,165,0,165,0,100,0,0,0,,,158,43,115,27.22,72.78,90,0,90,0,100,280,44,236,15.71,84.29
06037460501,06,037,460501,1400000US06037460501,Census Tract 4605.01,,108,72,57,29,22,0,36,66.67,52.78,26.85,20.37,0,33.33,108,29,0,26.85,0,5237,113,25,14,158,95,4832,2.16,0.48,0.27,3.02,1.81,92.27,2645,52,2593,1.97,98.03,20,0,20,0,100,0,0,0,,,2090,69,2021,3.3,96.7,0,0,0,,,44,9,35,20.45,79.55,438,22,416,5.02,94.98,252,9,243,3.57,96.43
06037460502,06,037,460502,1400000US06037460502,Census Tract 4605.02,,123,86,80,16,16,16,23,69.92,65.04,13.01,13.01,13.01,18.7,123,0,16,0,13.01,4802,55,11,29,1,47,4659,1.15,0.23,0.6,0.02,0.98,97.02,2822,75,2747,2.66,97.34,37,0,37,0,100,10,0,10,0,100,1531,20,1511,1.31,98.69,0,0,0,,,79,0,79,0,100,323,0,323,0,100,245,0,245,0,100
06037460601,06,037,460601,1400000US06037460601,Census Tract 4606.01,,350,337,274,229,158,18,0,96.29,78.29,65.43,45.14,5.14,0,350,211,18,60.29,5.14,5244,47,94,29,70,134,4870,0.9,1.79,0.55,1.33,2.56,92.87,2964,96,2868,3.24,96.76,13,0,13,0,100,0,0,0,,,1485,61,1424,4.11,95.89,0,0,0,,,188,5,183,2.66,97.34,594,8,586,1.35,98.65,713,5,708,0.7,99.3
06037460700,06,037,460700,1400000US06037460700,Census Tract 4607,,155,104,51,51,43,12,41,67.1,32.9,32.9,27.74,7.74,26.45,155,39,12,25.16,7.74,4791,140,46,117,174,91,4223,2.92,0.96,2.44,3.63,1.9,88.14,3093,136,2957,4.4,95.6,93,47,46,50.54,49.46,0,0,0,,,1170,6,1164,0.51,99.49,11,0,11,0,100,46,0,46,0,100,378,114,264,30.16,69.84,580,112,468,19.31,80.69
06037460800,06,037,460800,1400000US06037460800,Census Tract 4608,,76,55,15,15,5,5,21,72.37,19.74,19.74,6.58,6.58,27.63,76,10,5,13.16,6.58,2792,35,0,0,0,60,2697,1.25,0,0,0,2.15,96.6,1818,22,1796,1.21,98.79,53,0,53,0,100,0,0,0,,,543,0,543,0,100,0,0,0,,,143,0,143,0,100,235,13,222,5.53,94.47,277,13,264,4.69,95.31
06037460900,06,037,460900,1400000US06037460900,Census Tract 4609,,814,715,542,358,318,251,62,87.84,66.58,43.98,39.07,30.84,7.62,814,107,251,13.14,30.84,6267,767,358,204,787,459,3692,12.24,5.71,3.26,12.56,7.32,58.91,1868,505,1363,27.03,72.97,778,21,757,2.7,97.3,0,0,0,,,667,171,496,25.64,74.36,0,0,0,,,2108,632,1476,29.98,70.02,846,0,846,0,100,3298,800,2498,24.26,75.74
06037461000,06,037,461000,1400000US06037461000,Census Tract 4610,,328,301,267,193,140,49,27,91.77,81.4,58.84,42.68,14.94,8.23,328,144,49,43.9,14.94,5406,93,144,314,52,386,4417,1.72,2.66,5.81,0.96,7.14,81.71,1191,104,1087,8.73,91.27,1329,0,1329,0,100,111,0,111,0,100,263,17,246,6.46,93.54,0,0,0,,,1306,89,1217,6.81,93.19,1206,341,865,28.28,71.72,2861,430,2431,15.03,84.97
06037461100,06,037,461100,1400000US06037461100,Census Tract 4611,,563,415,398,318,263,186,104,73.71,70.69,56.48,46.71,33.04,18.47,563,132,186,23.45,33.04,5153,115,300,122,493,276,3847,2.23,5.82,2.37,9.57,5.36,74.66,2251,147,2104,6.53,93.47,709,76,633,10.72,89.28,308,0,308,0,100,224,0,224,0,100,0,0,0,,,1019,237,782,23.26,76.74,642,77,565,11.99,88.01,2018,306,1712,15.16,84.84
06037461200,06,037,461200,1400000US06037461200,Census Tract 4612,,231,198,148,115,59,51,33,85.71,64.07,49.78,25.54,22.08,14.29,231,64,51,27.71,22.08,4309,63,15,31,161,67,3972,1.46,0.35,0.72,3.74,1.55,92.18,2757,55,2702,1.99,98.01,420,10,410,2.38,97.62,0,0,0,,,239,0,239,0,100,0,0,0,,,168,0,168,0,100,725,44,681,6.07,93.93,866,19,847,2.19,97.81
06037461300,06,037,461300,1400000US06037461300,Census Tract 4613,,855,855,616,462,346,272,0,100,72.05,54.04,40.47,31.81,0,855,190,272,22.22,31.81,5887,333,41,299,196,407,4611,5.66,0.7,5.08,3.33,6.91,78.33,4317,424,3893,9.82,90.18,90,3,87,3.33,96.67,21,0,21,0,100,169,0,169,0,100,0,0,0,,,409,242,167,59.17,40.83,881,4,877,0.45,99.55,876,246,630,28.08,71.92
06037461400,06,037,461400,1400000US06037461400,Census Tract 4614,,690,659,542,393,183,181,19,95.51,78.55,56.96,26.52,26.23,2.75,690,212,181,30.72,26.23,2669,69,138,70,145,161,2086,2.59,5.17,2.62,5.43,6.03,78.16,1590,163,1427,10.25,89.75,159,12,147,7.55,92.45,43,0,43,0,100,130,0,130,0,100,0,0,0,,,372,94,278,25.27,74.73,375,8,367,2.13,97.87,840,110,730,13.1,86.9
