FIPS,State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Renter-Occupied Housing Units,Renter-Occupied Housing Units: More than 10.0 Percent,Renter-Occupied Housing Units: More than 20.0 Percent,Renter-Occupied Housing Units: More than 30.0 Percent,Renter-Occupied Housing Units: More than 40.0 Percent,Renter-Occupied Housing Units: More than 50.0 Percent,Renter-Occupied Housing Units: Not Computed,% Renter-Occupied Housing Units: More than 10.0 Percent,% Renter-Occupied Housing Units: More than 20.0 Percent,% Renter-Occupied Housing Units: More than 30.0 Percent,% Renter-Occupied Housing Units: More than 40.0 Percent,% Renter-Occupied Housing Units: More than 50.0 Percent,% Renter-Occupied Housing Units: Not Computed,Renter-Occupied Housing Units,Renter-Occupied Housing Units: 30 to 49 Percent,Renter-Occupied Housing Units: 50 percent or More,% Renter-Occupied Housing Units: 30 to 49 Percent,% Renter-Occupied Housing Units: 50 percent or More,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,% Population for Whom Poverty Status Is Determined: Under .50,% Population for Whom Poverty Status Is Determined: .50 to .74,% Population for Whom Poverty Status Is Determined: .75 to .99,% Population for Whom Poverty Status Is Determined: 1.00 to 1.49,% Population for Whom Poverty Status Is Determined: 1.50 to 1.99,% Population for Whom Poverty Status Is Determined: 2.00 and Over,White Alone Population for Whom Poverty Status Is  Determined:,White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined:,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined:,Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined:,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined:,Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined:,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level
06037461501,06,037,461501,1400000US06037461501,Census Tract 4615.01,,570,553,425,334,277,169,14,97.02,74.56,58.6,48.6,29.65,2.46,570,165,169,28.95,29.65,3559,349,5,36,138,392,2639,9.81,0.14,1.01,3.88,11.01,74.15,1381,154,1227,11.15,88.85,598,137,461,22.91,77.09,8,0,8,0,100,282,3,279,1.06,98.94,0,0,0,,,417,62,355,14.87,85.13,873,34,839,3.89,96.11,1399,193,1206,13.8,86.2
06037461502,06,037,461502,1400000US06037461502,Census Tract 4615.02,,855,777,657,518,345,281,78,90.88,76.84,60.58,40.35,32.87,9.12,855,237,281,27.72,32.87,5382,562,182,229,811,530,3068,10.44,3.38,4.25,15.07,9.85,57,1082,161,921,14.88,85.12,1156,304,852,26.3,73.7,256,0,256,0,100,189,38,151,20.11,79.89,0,0,0,,,2073,276,1797,13.31,86.69,626,194,432,30.99,69.01,3075,462,2613,15.02,84.98
06037461600,06,037,461600,1400000US06037461600,Census Tract 4616,,1179,987,842,640,526,377,178,83.72,71.42,54.28,44.61,31.98,15.1,1179,263,377,22.31,31.98,5153,196,126,406,582,176,3667,3.8,2.45,7.88,11.29,3.42,71.16,1259,82,1177,6.51,93.49,1160,274,886,23.62,76.38,0,0,0,,,820,20,800,2.44,97.56,0,0,0,,,1152,257,895,22.31,77.69,762,95,667,12.47,87.53,2180,383,1797,17.57,82.43
06037461700,06,037,461700,1400000US06037461700,Census Tract 4617,,70,70,70,51,33,28,0,100,100,72.86,47.14,40,0,70,23,28,32.86,40,1323,29,7,20,31,49,1187,2.19,0.53,1.51,2.34,3.7,89.72,732,33,699,4.51,95.49,94,3,91,3.19,96.81,0,0,0,,,196,10,186,5.1,94.9,0,0,0,,,101,1,100,0.99,99.01,200,9,191,4.5,95.5,263,10,253,3.8,96.2
06037461901,06,037,461901,1400000US06037461901,Census Tract 4619.01,,1386,1263,1125,760,624,407,29,91.13,81.17,54.83,45.02,29.37,2.09,1386,353,407,25.47,29.37,4658,440,857,128,524,518,2191,9.45,18.4,2.75,11.25,11.12,47.04,1149,115,1034,10.01,89.99,331,44,287,13.29,86.71,82,0,82,0,100,420,48,372,11.43,88.57,18,0,18,0,100,1373,480,893,34.96,65.04,1285,738,547,57.43,42.57,3025,1281,1744,42.35,57.65
06037461902,06,037,461902,1400000US06037461902,Census Tract 4619.02,,1194,1036,880,567,330,279,123,86.77,73.7,47.49,27.64,23.37,10.3,1194,288,279,24.12,23.37,1999,486,36,57,97,151,1172,24.31,1.8,2.85,4.85,7.55,58.63,903,253,650,28.02,71.98,134,29,105,21.64,78.36,28,0,28,0,100,479,201,278,41.96,58.04,0,0,0,,,216,96,120,44.44,55.56,239,0,239,0,100,416,99,317,23.8,76.2
06037462001,06,037,462001,1400000US06037462001,Census Tract 4620.01,,936,782,630,304,265,225,62,83.55,67.31,32.48,28.31,24.04,6.62,936,79,225,8.44,24.04,4243,303,8,455,622,685,2170,7.14,0.19,10.72,14.66,16.14,51.14,792,38,754,4.8,95.2,475,123,352,25.89,74.11,72,0,72,0,100,313,24,289,7.67,92.33,16,0,16,0,100,2142,547,1595,25.54,74.46,433,34,399,7.85,92.15,2944,581,2363,19.74,80.26
06037462002,06,037,462002,1400000US06037462002,Census Tract 4620.02,,934,863,794,612,398,313,29,92.4,85.01,65.52,42.61,33.51,3.1,934,299,313,32.01,33.51,3577,645,257,497,392,219,1567,18.03,7.18,13.89,10.96,6.12,43.81,618,265,353,42.88,57.12,457,124,333,27.13,72.87,33,0,33,0,100,179,26,153,14.53,85.47,0,0,0,,,1936,785,1151,40.55,59.45,354,199,155,56.21,43.79,2509,1060,1449,42.25,57.75
06037462100,06,037,462100,1400000US06037462100,Census Tract 4621,,984,895,730,425,268,188,42,90.96,74.19,43.19,27.24,19.11,4.27,984,237,188,24.09,19.11,4678,214,37,95,470,299,3563,4.57,0.79,2.03,10.05,6.39,76.17,1287,108,1179,8.39,91.61,328,0,328,0,100,0,0,0,,,352,11,341,3.12,96.88,0,0,0,,,1808,147,1661,8.13,91.87,903,80,823,8.86,91.14,2594,219,2375,8.44,91.56
06037462201,06,037,462201,1400000US06037462201,Census Tract 4622.01,,1807,1717,1440,1110,777,592,82,95.02,79.69,61.43,43,32.76,4.54,1807,518,592,28.67,32.76,3579,521,85,534,442,170,1827,14.56,2.37,14.92,12.35,4.75,51.05,1424,315,1109,22.12,77.88,226,121,105,53.54,46.46,93,8,85,8.6,91.4,562,272,290,48.4,51.6,0,0,0,,,691,394,297,57.02,42.98,583,30,553,5.15,94.85,1523,458,1065,30.07,69.93
06037462202,06,037,462202,1400000US06037462202,Census Tract 4622.02,,1506,1369,1106,717,498,441,129,90.9,73.44,47.61,33.07,29.28,8.57,1506,276,441,18.33,29.28,3117,350,57,83,119,84,2424,11.23,1.83,2.66,3.82,2.69,77.77,1386,304,1082,21.93,78.07,126,34,92,26.98,73.02,0,0,0,,,854,114,740,13.35,86.65,0,0,0,,,300,38,262,12.67,87.33,451,0,451,0,100,667,76,591,11.39,88.61
06037462301,06,037,462301,1400000US06037462301,Census Tract 4623.01,,1391,1375,1069,703,514,308,3,98.85,76.85,50.54,36.95,22.14,0.22,1391,395,308,28.4,22.14,3924,230,7,206,411,280,2790,5.86,0.18,5.25,10.47,7.14,71.1,1349,58,1291,4.3,95.7,215,5,210,2.33,97.67,5,0,5,0,100,530,13,517,2.45,97.55,22,0,22,0,100,1054,235,819,22.3,77.7,749,132,617,17.62,82.38,2050,331,1719,16.15,83.85
06037462302,06,037,462302,1400000US06037462302,Census Tract 4623.02,,1307,1265,1056,727,475,354,26,96.79,80.8,55.62,36.34,27.08,1.99,1307,373,354,28.54,27.08,3377,220,105,294,409,394,1955,6.51,3.11,8.71,12.11,11.67,57.89,1145,212,933,18.52,81.48,380,188,192,49.47,50.53,13,0,13,0,100,413,59,354,14.29,85.71,0,0,0,,,774,76,698,9.82,90.18,652,84,568,12.88,87.12,1334,181,1153,13.57,86.43
06037462400,06,037,462400,1400000US06037462400,Census Tract 4624,,537,489,393,194,145,132,48,91.06,73.18,36.13,27,24.58,8.94,537,62,132,11.55,24.58,3865,292,16,190,274,159,2934,7.55,0.41,4.92,7.09,4.11,75.91,1807,223,1584,12.34,87.66,141,11,130,7.8,92.2,23,0,23,0,100,512,2,510,0.39,99.61,0,0,0,,,686,217,469,31.63,68.37,696,45,651,6.47,93.53,1372,277,1095,20.19,79.81
06037462500,06,037,462500,1400000US06037462500,Census Tract 4625,,561,479,300,197,76,62,52,85.38,53.48,35.12,13.55,11.05,9.27,561,135,62,24.06,11.05,6410,120,35,22,152,91,5990,1.87,0.55,0.34,2.37,1.42,93.45,2791,130,2661,4.66,95.34,263,0,263,0,100,56,0,56,0,100,1728,45,1683,2.6,97.4,0,0,0,,,521,2,519,0.38,99.62,1051,0,1051,0,100,1453,37,1416,2.55,97.45
06037462600,06,037,462600,1400000US06037462600,Census Tract 4626,,280,260,157,73,46,37,20,92.86,56.07,26.07,16.43,13.21,7.14,280,36,37,12.86,13.21,2382,88,95,32,52,80,2035,3.69,3.99,1.34,2.18,3.36,85.43,1481,127,1354,8.58,91.42,53,0,53,0,100,0,0,0,,,283,78,205,27.56,72.44,0,0,0,,,129,3,126,2.33,97.67,436,7,429,1.61,98.39,535,11,524,2.06,97.94
06037462700,06,037,462700,1400000US06037462700,Census Tract 4627,,1685,1556,1292,965,693,529,83,92.34,76.68,57.27,41.13,31.39,4.93,1685,436,529,25.88,31.39,5668,654,80,279,82,299,4274,11.54,1.41,4.92,1.45,5.28,75.41,1922,244,1678,12.7,87.3,357,14,343,3.92,96.08,0,0,0,,,1176,217,959,18.45,81.55,0,0,0,,,1516,288,1228,19,81,697,250,447,35.87,64.13,2162,366,1796,16.93,83.07
06037462800,06,037,462800,1400000US06037462800,Census Tract 4628,,720,681,526,370,215,157,18,94.58,73.06,51.39,29.86,21.81,2.5,720,213,157,29.58,21.81,2919,224,89,65,160,85,2296,7.67,3.05,2.23,5.48,2.91,78.66,1218,136,1082,11.17,88.83,155,65,90,41.94,58.06,0,0,0,,,508,34,474,6.69,93.31,0,0,0,,,542,46,496,8.49,91.51,496,97,399,19.56,80.44,1006,143,863,14.21,85.79
06037462900,06,037,462900,1400000US06037462900,Census Tract 4629,,284,277,185,141,29,29,7,97.54,65.14,49.65,10.21,10.21,2.46,284,112,29,39.44,10.21,3654,86,38,86,373,21,3050,2.35,1.04,2.35,10.21,0.57,83.47,1377,75,1302,5.45,94.55,219,0,219,0,100,20,0,20,0,100,783,60,723,7.66,92.34,0,0,0,,,568,30,538,5.28,94.72,687,45,642,6.55,93.45,1232,57,1175,4.63,95.37
06037463000,06,037,463000,1400000US06037463000,Census Tract 4630,,529,497,426,215,137,110,32,93.95,80.53,40.64,25.9,20.79,6.05,529,105,110,19.85,20.79,2691,135,50,41,105,266,2094,5.02,1.86,1.52,3.9,9.88,77.81,1293,93,1200,7.19,92.81,117,0,117,0,100,19,0,19,0,100,756,129,627,17.06,82.94,0,0,0,,,0,0,0,,,506,4,502,0.79,99.21,613,4,609,0.65,99.35
06037463103,06,037,463103,1400000US06037463103,Census Tract 4631.03,,557,508,421,284,241,183,32,91.2,75.58,50.99,43.27,32.85,5.75,557,101,183,18.13,32.85,5567,208,35,121,159,401,4643,3.74,0.63,2.17,2.86,7.2,83.4,1999,46,1953,2.3,97.7,155,8,147,5.16,94.84,20,0,20,0,100,1876,98,1778,5.22,94.78,30,0,30,0,100,1171,185,986,15.8,84.2,316,27,289,8.54,91.46,1932,199,1733,10.3,89.7
06037463200,06,037,463200,1400000US06037463200,Census Tract 4632,,638,541,439,349,205,116,69,84.8,68.81,54.7,32.13,18.18,10.82,638,233,116,36.52,18.18,3225,196,100,26,57,101,2745,6.08,3.1,0.81,1.77,3.13,85.12,1315,145,1170,11.03,88.97,85,26,59,30.59,69.41,9,0,9,0,100,923,50,873,5.42,94.58,5,0,5,0,100,416,11,405,2.64,97.36,472,90,382,19.07,80.93,1030,116,914,11.26,88.74
06037463300,06,037,463300,1400000US06037463300,Census Tract 4633,,352,337,279,165,109,80,11,95.74,79.26,46.88,30.97,22.73,3.12,352,85,80,24.15,22.73,2014,50,3,79,92,75,1715,2.48,0.15,3.92,4.57,3.72,85.15,940,51,889,5.43,94.57,47,0,47,0,100,6,3,3,50,50,615,36,579,5.85,94.15,0,0,0,,,83,42,41,50.6,49.4,323,0,323,0,100,363,69,294,19.01,80.99
06037463400,06,037,463400,1400000US06037463400,Census Tract 4634,,1387,1288,887,621,446,359,15,92.86,63.95,44.77,32.16,25.88,1.08,1387,262,359,18.89,25.88,5869,420,19,86,239,339,4766,7.16,0.32,1.47,4.07,5.78,81.21,2395,117,2278,4.89,95.11,353,49,304,13.88,86.12,31,0,31,0,100,1630,208,1422,12.76,87.24,21,0,21,0,100,804,0,804,0,100,635,151,484,23.78,76.22,1539,19,1520,1.23,98.77
06037463500,06,037,463500,1400000US06037463500,Census Tract 4635,,1858,1783,1263,878,668,472,51,95.96,67.98,47.26,35.95,25.4,2.74,1858,406,472,21.85,25.4,5181,337,112,117,662,181,3772,6.5,2.16,2.26,12.78,3.49,72.8,3001,335,2666,11.16,88.84,111,0,111,0,100,55,18,37,32.73,67.27,979,172,807,17.57,82.43,0,0,0,,,268,41,227,15.3,84.7,767,0,767,0,100,1231,119,1112,9.67,90.33
06037463601,06,037,463601,1400000US06037463601,Census Tract 4636.01,,2864,2416,2074,1184,745,616,333,84.36,72.42,41.34,26.01,21.51,11.63,2864,568,616,19.83,21.51,6192,507,44,174,178,413,4876,8.19,0.71,2.81,2.87,6.67,78.75,3330,295,3035,8.86,91.14,388,38,350,9.79,90.21,11,0,11,0,100,1572,334,1238,21.25,78.75,0,0,0,,,371,43,328,11.59,88.41,520,15,505,2.88,97.12,1067,57,1010,5.34,94.66
06037463602,06,037,463602,1400000US06037463602,Census Tract 4636.02,,2780,2603,1895,1113,605,373,169,93.63,68.17,40.04,21.76,13.42,6.08,2780,740,373,26.62,13.42,5811,694,121,214,202,13,4567,11.94,2.08,3.68,3.48,0.22,78.59,2458,246,2212,10.01,89.99,400,102,298,25.5,74.5,20,0,20,0,100,1864,583,1281,31.28,68.72,0,0,0,,,140,15,125,10.71,89.29,929,83,846,8.93,91.07,896,118,778,13.17,86.83
06037463700,06,037,463700,1400000US06037463700,Census Tract 4637,,1192,1100,814,336,192,128,57,92.28,68.29,28.19,16.11,10.74,4.78,1192,208,128,17.45,10.74,3429,135,0,53,49,23,3169,3.94,0,1.55,1.43,0.67,92.42,2137,37,2100,1.73,98.27,149,78,71,52.35,47.65,0,0,0,,,567,73,494,12.87,87.13,0,0,0,,,180,0,180,0,100,396,0,396,0,100,532,23,509,4.32,95.68
06037463800,06,037,463800,1400000US06037463800,Census Tract 4638,,168,140,120,62,62,62,28,83.33,71.43,36.9,36.9,36.9,16.67,168,0,62,0,36.9,3962,46,36,16,64,91,3709,1.16,0.91,0.4,1.62,2.3,93.61,2153,62,2091,2.88,97.12,110,0,110,0,100,0,0,0,,,631,36,595,5.71,94.29,0,0,0,,,350,0,350,0,100,718,0,718,0,100,761,0,761,0,100
06037463900,06,037,463900,1400000US06037463900,Census Tract 4639,,709,669,551,386,287,114,32,94.36,77.72,54.44,40.48,16.08,4.51,709,272,114,38.36,16.08,2940,133,7,7,100,37,2656,4.52,0.24,0.24,3.4,1.26,90.34,1931,48,1883,2.49,97.51,21,0,21,0,100,21,0,21,0,100,541,82,459,15.16,84.84,0,0,0,,,122,17,105,13.93,86.07,304,0,304,0,100,413,17,396,4.12,95.88
06037464000,06,037,464000,1400000US06037464000,Census Tract 4640,,923,776,658,231,137,79,137,84.07,71.29,25.03,14.84,8.56,14.84,923,152,79,16.47,8.56,5297,187,25,0,74,188,4823,3.53,0.47,0,1.4,3.55,91.05,2966,178,2788,6,94,158,0,158,0,100,29,0,29,0,100,1402,34,1368,2.43,97.57,0,0,0,,,328,0,328,0,100,414,0,414,0,100,853,0,853,0,100
06037464101,06,037,464101,1400000US06037464101,Census Tract 4641.01,,37,13,6,6,0,0,14,35.14,16.22,16.22,0,0,37.84,37,6,0,16.22,0,2223,32,0,20,6,30,2135,1.44,0,0.9,0.27,1.35,96.04,553,19,534,3.44,96.56,0,0,0,,,0,0,0,,,1546,33,1513,2.13,97.87,0,0,0,,,11,0,11,0,100,113,0,113,0,100,40,0,40,0,100
06037464102,06,037,464102,1400000US06037464102,Census Tract 4641.02,,360,267,101,67,15,15,35,74.17,28.06,18.61,4.17,4.17,9.72,360,52,15,14.44,4.17,4381,189,25,199,65,0,3903,4.31,0.57,4.54,1.48,0,89.09,1211,7,1204,0.58,99.42,40,15,25,37.5,62.5,0,0,0,,,2830,391,2439,13.82,86.18,16,0,16,0,100,37,0,37,0,100,247,0,247,0,100,411,0,411,0,100
06037464200,06,037,464200,1400000US06037464200,Census Tract 4642,,260,235,194,159,129,100,25,90.38,74.62,61.15,49.62,38.46,9.62,260,59,100,22.69,38.46,5675,61,115,71,96,181,5151,1.07,2.03,1.25,1.69,3.19,90.77,1062,2,1060,0.19,99.81,0,0,0,,,10,0,10,0,100,4086,174,3912,4.26,95.74,0,0,0,,,81,71,10,87.65,12.35,436,0,436,0,100,431,71,360,16.47,83.53
06037480002,06,037,480002,1400000US06037480002,Census Tract 4800.02,,229,157,127,71,60,11,0,68.56,55.46,31,26.2,4.8,0,229,60,11,26.2,4.8,3779,239,97,30,69,80,3264,6.32,2.57,0.79,1.83,2.12,86.37,729,50,679,6.86,93.14,16,0,16,0,100,0,0,0,,,2377,248,2129,10.43,89.57,0,0,0,,,300,7,293,2.33,97.67,357,61,296,17.09,82.91,619,40,579,6.46,93.54
06037480011,06,037,480011,1400000US06037480011,Census Tract 4800.11,,999,982,827,621,448,359,8,98.3,82.78,62.16,44.84,35.94,0.8,999,262,359,26.23,35.94,5161,354,204,329,370,458,3446,6.86,3.95,6.37,7.17,8.87,66.77,1001,147,854,14.69,85.31,140,96,44,68.57,31.43,8,0,8,0,100,2372,510,1862,21.5,78.5,0,0,0,,,1113,107,1006,9.61,90.39,527,27,500,5.12,94.88,1769,180,1589,10.18,89.82
06037480012,06,037,480012,1400000US06037480012,Census Tract 4800.12,,813,731,662,395,274,205,82,89.91,81.43,48.59,33.7,25.22,10.09,813,190,205,23.37,25.22,4712,194,109,158,161,325,3765,4.12,2.31,3.35,3.42,6.9,79.9,913,77,836,8.43,91.57,95,0,95,0,100,0,0,0,,,2711,309,2402,11.4,88.6,42,0,42,0,100,459,16,443,3.49,96.51,492,59,433,11.99,88.01,926,75,851,8.1,91.9
06037480101,06,037,480101,1400000US06037480101,Census Tract 4801.01,,578,566,525,343,238,213,12,97.92,90.83,59.34,41.18,36.85,2.08,578,130,213,22.49,36.85,4039,206,64,211,606,191,2761,5.1,1.58,5.22,15,4.73,68.36,556,70,486,12.59,87.41,3,0,3,0,100,0,0,0,,,2682,272,2410,10.14,89.86,0,0,0,,,676,100,576,14.79,85.21,122,39,83,31.97,68.03,852,146,706,17.14,82.86
06037480102,06,037,480102,1400000US06037480102,Census Tract 4801.02,,466,362,242,137,128,98,104,77.68,51.93,29.4,27.47,21.03,22.32,466,39,98,8.37,21.03,3885,111,60,167,144,354,3049,2.86,1.54,4.3,3.71,9.11,78.48,890,211,679,23.71,76.29,10,10,0,100,0,32,0,32,0,100,2287,95,2192,4.15,95.85,0,0,0,,,310,22,288,7.1,92.9,356,0,356,0,100,759,45,714,5.93,94.07
06037480201,06,037,480201,1400000US06037480201,Census Tract 4802.01,,159,159,134,98,74,74,0,100,84.28,61.64,46.54,46.54,0,159,24,74,15.09,46.54,3646,16,0,84,24,102,3420,0.44,0,2.3,0.66,2.8,93.8,1017,0,1017,0,100,13,0,13,0,100,12,0,12,0,100,1502,97,1405,6.46,93.54,14,0,14,0,100,670,3,667,0.45,99.55,418,0,418,0,100,1116,3,1113,0.27,99.73
06037480202,06,037,480202,1400000US06037480202,Census Tract 4802.02,,236,159,135,98,35,17,77,67.37,57.2,41.53,14.83,7.2,32.63,236,81,17,34.32,7.2,2712,61,0,75,109,83,2384,2.25,0,2.77,4.02,3.06,87.91,768,15,753,1.95,98.05,0,0,0,,,0,0,0,,,1406,121,1285,8.61,91.39,0,0,0,,,213,0,213,0,100,325,0,325,0,100,611,6,605,0.98,99.02
06037480302,06,037,480302,1400000US06037480302,Census Tract 4803.02,,925,842,599,384,281,205,48,91.03,64.76,41.51,30.38,22.16,5.19,925,179,205,19.35,22.16,3992,230,115,151,137,124,3235,5.76,2.88,3.78,3.43,3.11,81.04,971,107,864,11.02,88.98,11,11,0,100,0,109,0,109,0,100,1708,365,1343,21.37,78.63,0,0,0,,,677,8,669,1.18,98.82,516,5,511,0.97,99.03,1541,42,1499,2.73,97.27
06037480303,06,037,480303,1400000US06037480303,Census Tract 4803.03,,1291,1218,960,515,316,258,62,94.35,74.36,39.89,24.48,19.98,4.8,1291,257,258,19.91,19.98,4426,230,18,68,296,276,3538,5.2,0.41,1.54,6.69,6.24,79.94,544,11,533,2.02,97.98,276,47,229,17.03,82.97,30,21,9,70,30,2398,190,2208,7.92,92.08,0,0,0,,,735,10,725,1.36,98.64,443,37,406,8.35,91.65,1415,68,1347,4.81,95.19
06037480304,06,037,480304,1400000US06037480304,Census Tract 4803.04,,1365,1312,1110,700,516,300,23,96.12,81.32,51.28,37.8,21.98,1.68,1365,400,300,29.3,21.98,4043,207,124,115,365,205,3027,5.12,3.07,2.84,9.03,5.07,74.87,390,37,353,9.49,90.51,31,7,24,22.58,77.42,0,0,0,,,2419,338,2081,13.97,86.03,0,0,0,,,909,43,866,4.73,95.27,294,21,273,7.14,92.86,1310,102,1208,7.79,92.21
06037480400,06,037,480400,1400000US06037480400,Census Tract 4804,,1270,1254,1028,795,537,344,0,98.74,80.94,62.6,42.28,27.09,0,1270,451,344,35.51,27.09,5889,300,243,186,298,461,4401,5.09,4.13,3.16,5.06,7.83,74.73,1314,185,1129,14.08,85.92,190,3,187,1.58,98.42,74,27,47,36.49,63.51,2332,90,2242,3.86,96.14,0,0,0,,,1204,166,1038,13.79,86.21,775,258,517,33.29,66.71,1855,247,1608,13.32,86.68
06037480500,06,037,480500,1400000US06037480500,Census Tract 4805,,787,770,695,375,243,200,17,97.84,88.31,47.65,30.88,25.41,2.16,787,175,200,22.24,25.41,5298,93,0,39,161,145,4860,1.76,0,0.74,3.04,2.74,91.73,2746,0,2746,0,100,40,0,40,0,100,0,0,0,,,1453,39,1414,2.68,97.32,14,0,14,0,100,492,93,399,18.9,81.1,553,0,553,0,100,958,93,865,9.71,90.29
06037480601,06,037,480601,1400000US06037480601,Census Tract 4806.01,,1424,1243,892,556,214,97,60,87.29,62.64,39.04,15.03,6.81,4.21,1424,459,97,32.23,6.81,4044,227,34,33,40,76,3634,5.61,0.84,0.82,0.99,1.88,89.86,1702,85,1617,4.99,95.01,249,19,230,7.63,92.37,30,0,30,0,100,1030,163,867,15.83,84.17,0,0,0,,,224,5,219,2.23,97.77,809,22,787,2.72,97.28,1212,33,1179,2.72,97.28
06037480602,06,037,480602,1400000US06037480602,Census Tract 4806.02,,1215,1171,697,437,231,176,32,96.38,57.37,35.97,19.01,14.49,2.63,1215,261,176,21.48,14.49,4153,81,0,0,153,186,3733,1.95,0,0,3.68,4.48,89.89,2087,47,2040,2.25,97.75,149,0,149,0,100,71,0,71,0,100,806,34,772,4.22,95.78,0,0,0,,,317,0,317,0,100,723,0,723,0,100,604,0,604,0,100
06037480702,06,037,480702,1400000US06037480702,Census Tract 4807.02,,472,408,304,227,151,69,32,86.44,64.41,48.09,31.99,14.62,6.78,472,158,69,33.47,14.62,4501,10,81,49,112,62,4187,0.22,1.8,1.09,2.49,1.38,93.02,1240,49,1191,3.95,96.05,75,0,75,0,100,0,0,0,,,2023,68,1955,3.36,96.64,0,0,0,,,397,23,374,5.79,94.21,766,0,766,0,100,1092,23,1069,2.11,97.89
06037480703,06,037,480703,1400000US06037480703,Census Tract 4807.03,,570,483,318,208,109,87,63,84.74,55.79,36.49,19.12,15.26,11.05,570,121,87,21.23,15.26,4074,228,82,56,19,45,3644,5.6,2.01,1.37,0.47,1.1,89.45,1797,82,1715,4.56,95.44,45,0,45,0,100,0,0,0,,,1651,205,1446,12.42,87.58,0,0,0,,,149,0,149,0,100,432,79,353,18.29,81.71,730,59,671,8.08,91.92
06037480704,06,037,480704,1400000US06037480704,Census Tract 4807.04,,1359,1287,1082,522,333,187,40,94.7,79.62,38.41,24.5,13.76,2.94,1359,335,187,24.65,13.76,4057,239,8,77,111,276,3346,5.89,0.2,1.9,2.74,6.8,82.47,1164,66,1098,5.67,94.33,326,0,326,0,100,22,8,14,36.36,63.64,1678,169,1509,10.07,89.93,0,0,0,,,317,0,317,0,100,550,81,469,14.73,85.27,756,56,700,7.41,92.59
